LOCID,LAT,LON,STATE_CODE,ZIPCODE,DIST,FUND_TYPE,NAICS_CODE,RECIPIENT,ACTION_DATE,START_DATE,END_DATE,PERMALINK,FED_ATION_OBL,CURRENT_TOTAL_VALUE,SUBAGENCY,DESCRIPTION
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"GOLDEN SVCS, L.L.C.",6/8/23,7/23/18,10/30/23,https://www.usaspending.gov/award/CONT_AWD_89243118CSC000013_8900_-NONE-_-NONE-/,0.0,61101215.7,Department of Energy,SECURITY GUARDS AND PATROL SERVICES
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,20723,20.6,contract,,"JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC, THE",6/8/23,5/30/23,5/29/24,https://www.usaspending.gov/award/CONT_AWD_89233123CNA000312_8900_-NONE-_-NONE-/,90453.0,418702.0,Department of Energy,RESEARCH AND DEVELOPMENT IN NANOTECHNOLOGY
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94305,25.16,contract,,THE LELAND STANFORD JUNIOR UNIVERSITY,6/8/23,1/25/81,9/30/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0276SF00515_8900_-NONE-_-NONE-/,-87980.59,12970000000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Las Vegas-Henderson-Paradise, NV Metro Area",36.21413,-115.014398,SD,89135,21.59,contract,,PARSONS GOVERNMENT SERVICES INC.,6/8/23,9/28/22,9/27/25,https://www.usaspending.gov/award/CONT_AWD_89233122FNA000107_8900_89233222ANA000004_8900/,518314.24,32300332.03,Department of Energy,ENGINEERING SERVICES
"Albuquerque, NM Metro Area",35.123496,-106.458392,SD,87101,10.64,contract,,VECTOR RESOURCE INC,6/8/23,9/16/21,9/15/23,https://www.usaspending.gov/award/CONT_AWD_89233121FNA400386_8900_GS00F0004U_4730/,0.0,3785248.83,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Santa Cruz-Watsonville, CA Metro Area",37.012347,-122.007789,SD,95051,23.2,contract,,"TIBARAY, INC.",6/7/23,9/13/21,12/12/23,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000226_8900_-NONE-_-NONE-/,0.0,2407514.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"CANON U.S.A., INC.",6/7/23,4/19/18,5/31/23,https://www.usaspending.gov/award/CONT_AWD_89243118FSC400037_8900_GS03F046DA_4732/,32.83,19295.15,Department of Energy,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20001,26.46,contract,,NORTON ROSE FULBRIGHT US LLP,6/7/23,9/21/21,9/20/26,https://www.usaspending.gov/award/CONT_AWD_89303021CLP000011_8900_-NONE-_-NONE-/,586750.0,655030.0,Department of Energy,ALL OTHER LEGAL SERVICES
"Boulder, CO Metro Area",40.094963,-105.397704,SD,80005,21.95,contract,,ROCK & ASSOCIATES,6/7/23,6/7/23,6/6/24,https://www.usaspending.gov/award/CONT_AWD_89503423FWA401492_8900_89503422DWA000010_8900/,114950.0,114950.0,Department of Energy,"POTTERY, CERAMICS, AND PLUMBING FIXTURE MANUFACTURING"
"New Orleans-Metairie, LA Metro Area",30.05342,-89.934502,SD,70123,17.74,contract,,DISCOVER TECHNOLOGIES LLC,6/7/23,9/5/19,9/23/22,https://www.usaspending.gov/award/CONT_AWD_89243519FFE400058_8900_GS35F0579Y_4732/,0.0,37147.2,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,"COUNTERTRADE PRODUCTS, INC.",6/7/23,2/22/22,2/28/23,https://www.usaspending.gov/award/CONT_AWD_89503022FWA400528_8900_NNG15SC65B_8000/,0.0,483782.94,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,CORPORATE ALLOCATION SERVICES INC,6/7/23,10/1/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303918FEM000046_8900_89303918AEM000006_8900/,26718.0,857202.1,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Austin-Round Rock-Georgetown, TX Metro Area",30.249744,-97.649842,SD,78754,7.39,contract,,STELLARRAY INC,6/7/23,10/1/18,7/15/23,https://www.usaspending.gov/award/CONT_AWD_89233118CNA000046_8900_-NONE-_-NONE-/,0.0,998098.0,Department of Energy,IRRADIATION APPARATUS MANUFACTURING
"Cleveland-Elyria, OH Metro Area",41.555037,-81.604957,SD,44139,14.5,contract,,"EUCLID TECHLABS, LLC",6/7/23,7/26/21,1/25/24,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000209_8900_-NONE-_-NONE-/,0.0,1679894.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Los Angeles-Long Beach-Anaheim, CA Metro Area",34.108703,-118.182753,SD,90404,17.63,contract,,"RADIABEAM SYSTEMS, LLC",6/7/23,7/1/22,7/10/24,https://www.usaspending.gov/award/CONT_AWD_89233122CNA000267_8900_-NONE-_-NONE-/,0.0,1558088.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,COHNREZNICK LLP,6/7/23,6/7/23,8/17/23,https://www.usaspending.gov/award/CONT_AWD_89303923FEM000227_8900_89303022AMA000041_8900/,45473.8,45473.8,Department of Energy,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94103,7.5,contract,,"BETTERUP, INC.",6/7/23,7/29/21,8/1/23,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000207_8900_-NONE-_-NONE-/,0.0,750000.0,Department of Energy,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING
"Champaign-Urbana, IL Metro Area",40.102988,-88.318504,SD,61820,3.98,contract,,STARFIRE INDUSTRIES LLC,6/7/23,9/27/21,3/26/24,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000229_8900_-NONE-_-NONE-/,0.0,1045449.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Tulsa, OK Metro Area",36.254442,-96.177298,SD,74103,12.2,contract,,ACCESSAGILITY LLC,6/7/23,6/7/23,7/31/24,https://www.usaspending.gov/award/CONT_AWD_89503623FSW400262_8900_NNG15SC23B_8000/,43647.34,43647.34,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Boulder, CO Metro Area",40.094963,-105.397704,SD,80021,20.63,contract,,TI VERBATIM CONSULTING INC.,6/7/23,5/3/22,5/4/23,https://www.usaspending.gov/award/CONT_AWD_89303022FLM400044_8900_89303021DLM000004_8900/,-1.89,237998.11,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"New Orleans-Metairie, LA Metro Area",30.05342,-89.934502,SD,70123,17.74,contract,,"TANAKA MADISON CONSULTING, LLC",6/7/23,8/11/22,6/30/24,https://www.usaspending.gov/award/CONT_AWD_89243522FFE400185_8900_89243520DFE000003_8900/,0.0,449612.0,Department of Energy,ENGINEERING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20001,26.46,contract,,"CATAWBA-TEA, LLC",6/7/23,3/3/23,3/2/24,https://www.usaspending.gov/award/CONT_AWD_89303323FEM400333_8900_89303323DEM000087_8900/,0.0,2770047.79,Department of Energy,REMEDIATION SERVICES
"Vallejo, CA Metro Area",38.267226,-121.939594,SD,95605,31.26,contract,,APPLIED SPECTRA INC,6/7/23,7/14/22,11/17/23,https://www.usaspending.gov/award/CONT_AWD_89233122CNA000265_8900_-NONE-_-NONE-/,0.0,1356513.0,Department of Energy,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22102,17.42,contract,,"ADVANCED COMPUTER CONCEPTS, INC.",6/7/23,7/1/23,6/30/24,https://www.usaspending.gov/award/CONT_AWD_89243323FFE400476_8900_NNG15SD60B_8000/,33611.55,33611.55,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Santa Fe, NM Metro Area",35.514531,-105.963972,SD,87501,14.79,contract,,DOXCELERATE CORPORATION,6/7/23,9/10/21,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303021CMA000065_8900_-NONE-_-NONE-/,77016.0,610044.0,Department of Energy,SOFTWARE PUBLISHERS
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,PM CONNECTIONS LLC,6/7/23,3/20/23,3/19/24,https://www.usaspending.gov/award/CONT_AWD_89243423CEE000022_8900_-NONE-_-NONE-/,0.0,655123.2,Department of Energy,COMPUTER SYSTEMS DESIGN SERVICES
"Albuquerque, NM Metro Area",35.123496,-106.458392,SD,87101,10.64,contract,,BGRS RELOCATION INC.,6/7/23,6/28/22,6/5/23,https://www.usaspending.gov/award/CONT_AWD_89303022FNA000101_8900_89303018ACF000008_8900/,-11444.55,23455.45,Department of Energy,OTHER ACTIVITIES RELATED TO REAL ESTATE
"Buffalo-Cheektowaga, NY Metro Area",43.044371,-78.777335,SD,14171,43.26,contract,,OFS BRANDS HOLDINGS INC.,6/7/23,6/7/23,9/7/23,https://www.usaspending.gov/award/CONT_AWD_89303323FEM400326_8900_47QSMA18D08QX_4732/,8176.8,8176.8,Department of Energy,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING
"Fort Collins, CO Metro Area",40.658093,-105.486764,SD,80538,14.93,contract,,LESKCA INCORPORATED,6/7/23,9/26/22,7/1/23,https://www.usaspending.gov/award/CONT_AWD_89503222FWA400311_8900_89503422DWA000009_8900/,10591.9,117457.9,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"CTI AND ASSOCIATES, INC.",6/7/23,9/30/21,10/31/25,https://www.usaspending.gov/award/CONT_AWD_89303521FEM400022_8900_89303519DEM000004_8900/,88990.08,3485825.08,Department of Energy,REMEDIATION SERVICES
"Grand Rapids-Kentwood, MI Metro Area",43.037598,-85.778167,SD,49464,16.94,contract,,"MILLERKNOLL, INC.",6/6/23,5/22/23,8/20/23,https://www.usaspending.gov/award/CONT_AWD_89303323FEM400344_8900_GS03F036DA_4732/,0.0,21833.15,Department of Energy,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"DISYS SOLUTIONS, INC.",6/6/23,6/6/23,5/20/24,https://www.usaspending.gov/award/CONT_AWD_89243123FSC400536_8900_NNG15SD73B_8000/,15947.52,15947.52,Department of Energy,OTHER COMPUTER RELATED SERVICES
"El Paso, TX Metro Area",31.527394,-105.521333,SD,88220,84.45,contract,,NUCLEAR WASTE PARTNERSHIP LLC,6/6/23,4/19/12,2/3/23,https://www.usaspending.gov/award/CONT_AWD_DEEM0001971_8900_-NONE-_-NONE-/,1500000.0,2968992537.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Cincinnati, OH-KY-IN Metro Area",39.100546,-84.479533,SD,45202,1.39,contract,,VFAIRS LLC,6/6/23,6/6/23,5/31/24,https://www.usaspending.gov/award/CONT_AWD_89303323PEM000183_8900_-NONE-_-NONE-/,30000.0,30000.0,Department of Energy,CONVENTION AND TRADE SHOW ORGANIZERS
"Augusta-Richmond County, GA-SC Metro Area",33.460371,-81.982833,SD,29831,10.83,contract,,"CATAWBA-TEA, LLC",6/6/23,4/13/23,4/12/24,https://www.usaspending.gov/award/CONT_AWD_89303323FEM400353_8900_89303323DEM000087_8900/,0.0,212816.25,Department of Energy,REMEDIATION SERVICES
"Idaho Falls, ID Metro Area",43.620423,-112.420919,SD,83402,13.64,contract,,MONTECH INC,6/6/23,1/1/21,12/31/23,https://www.usaspending.gov/award/CONT_AWD_89243221CNE000020_8900_-NONE-_-NONE-/,436176.0,2114059.0,Department of Energy,ALL OTHER SUPPORT SERVICES
"Cincinnati, OH-KY-IN Metro Area",39.100546,-84.479533,SD,45202,1.39,contract,,CROWN CASTLE FIBER LLC,6/6/23,4/7/21,3/29/25,https://www.usaspending.gov/award/CONT_AWD_89303321CEM000082_8900_-NONE-_-NONE-/,30000.0,92500.0,Department of Energy,WIRED TELECOMMUNICATIONS CARRIERS
"Billings, MT Metro Area",45.63714,-108.832361,SD,59101,23.88,contract,,TRACTOR & EQUIPMENT CO,6/6/23,6/6/23,6/22/23,https://www.usaspending.gov/award/CONT_AWD_89503423PWA001638_8900_-NONE-_-NONE-/,11712.27,11712.27,Department of Energy,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,20740,29.19,contract,,"ADVANCED COMPUTER CONCEPTS, INC.",6/6/23,6/6/23,8/8/23,https://www.usaspending.gov/award/CONT_AWD_89503223FWA400356_8900_NNG15SD60B_8000/,38246.83,38246.83,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"COOKS AIR CONDITIONING & HEATING, INC.",6/6/23,6/6/23,10/31/23,https://www.usaspending.gov/award/CONT_AWD_89243123PSC000268_8900_-NONE-_-NONE-/,7422.0,32078.0,Department of Energy,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20001,26.46,contract,,"POTOMACWAVE CONSULTING, INC.",6/6/23,10/16/20,10/15/23,https://www.usaspending.gov/award/CONT_AWD_89303020FET400017_8900_GS00Q14OADS134_4732/,250000.0,29189850.81,Department of Energy,ENGINEERING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20874,25.16,contract,,"BLUE CANOPY GROUP, LLC",6/6/23,3/8/17,9/7/23,https://www.usaspending.gov/award/CONT_AWD_DEDT0012877_8900_HHSN316201200120W_7529/,175000.0,9906125.01,Department of Energy,COMPUTER SYSTEMS DESIGN SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22102,17.42,contract,,"ADVANCED COMPUTER CONCEPTS, INC.",6/6/23,6/6/23,7/17/23,https://www.usaspending.gov/award/CONT_AWD_89503423FWA401489_8900_NNG15SD60B_8000/,34605.24,189316.94,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22180,14.14,contract,,"ONLOCATION, INC.",6/6/23,9/15/21,9/14/24,https://www.usaspending.gov/award/CONT_AWD_89303021FFE400025_8900_GS10F0126U_4730/,750000.0,4457671.25,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"PERFORMANCE EDGE, LLC",6/5/23,12/11/22,12/11/24,https://www.usaspending.gov/award/CONT_AWD_89303923CEM000030_8900_-NONE-_-NONE-/,101931.0,736710.69,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
"Grand Junction, CO Metro Area",39.019524,-108.460571,SD,84532,60.75,contract,,"NORTH WIND PORTAGE, INC.",6/5/23,10/1/22,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400262_8900_89303322DEM000073_8900/,257400.0,48257513.05,Department of Energy,REMEDIATION SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22203,20.66,contract,,ACCENTURE FEDERAL SERVICES LLC,6/5/23,6/5/23,6/4/24,https://www.usaspending.gov/award/CONT_AWD_89303023FEE000014_8900_89303019AIM000005_8900/,1896115.85,1896115.85,Department of Energy,COMPUTER SYSTEMS DESIGN SERVICES
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,ARCHITECHTURE SOLUTIONS LLC,6/5/23,6/5/23,9/9/24,https://www.usaspending.gov/award/CONT_AWD_89303123FEM400277_8900_NNG15SD42B_8000/,17851.87,17851.87,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20176,26.48,contract,,NORTHBOUND SOLUTIONS LLC,6/5/23,12/31/21,10/1/22,https://www.usaspending.gov/award/CONT_AWD_89243422FEE400251_8900_DEEE0008101_8900/,-164998.29,765696.42,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,CORPORATE ALLOCATION SERVICES INC,6/5/23,10/1/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303918FEM000061_8900_89303918AEM000006_8900/,0.0,618007.46,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99336,11.04,contract,,ATTAINX INC.,6/5/23,6/2/22,6/5/24,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000164_8900_89303918AEM000003_8900/,220995.0,529135.8,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,THE BUILDING PEOPLE LLC,6/5/23,1/3/23,11/8/27,https://www.usaspending.gov/award/CONT_AWD_89243423FEE000280_8900_89243423AEE000005_8900/,450748.2,913555.2,Department of Energy,FACILITIES SUPPORT SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99336,11.04,contract,,ATTAINX INC.,6/5/23,6/30/22,7/4/24,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000168_8900_89303918AEM000003_8900/,134316.0,455754.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20148,13.72,contract,,THE BUILDING PEOPLE LLC,6/5/23,6/5/23,8/16/24,https://www.usaspending.gov/award/CONT_AWD_89243423FEE400330_8900_89243423DEE000007_8900/,2500.0,2500.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"STREET LEGAL INDUSTRIES, INC",6/5/23,3/31/21,3/31/24,https://www.usaspending.gov/award/CONT_AWD_89303921FEM000122_8900_89303918AEM000009_8900/,0.0,1063592.36,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kansas City, MO-KS Metro Area",38.931857,-94.443841,SD,64147,8.14,contract,,HONEYWELL INTERNATIONAL INC.,6/5/23,7/9/15,9/30/25,https://www.usaspending.gov/award/CONT_AWD_DENA0002839_8900_-NONE-_-NONE-/,0.0,12277848599.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,IHS GLOBAL INC.,6/5/23,6/13/22,6/12/24,https://www.usaspending.gov/award/CONT_AWD_89243322FFE400388_8900_03310319D0079_0300/,144770.62,285324.62,Department of Energy,ALL OTHER INFORMATION SERVICES
"Los Angeles-Long Beach-Anaheim, CA Metro Area",34.108703,-118.182753,SD,92617,37.69,contract,,"ERI ECONOMIC RESEARCH INSTITUTE, INC.",6/5/23,9/26/18,9/30/19,https://www.usaspending.gov/award/CONT_AWD_89233018PNR000010_8900_-NONE-_-NONE-/,0.0,9701.0,Department of Energy,SOFTWARE PUBLISHERS
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,CORPORATE ALLOCATION SERVICES INC,6/5/23,12/19/18,12/19/23,https://www.usaspending.gov/award/CONT_AWD_89303919FEM000063_8900_89303918AEM000006_8900/,0.0,2947156.2,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22079,17.47,contract,,ALEXTON INCORPORATED,6/5/23,7/5/20,7/4/24,https://www.usaspending.gov/award/CONT_AWD_89303020CMA000049_8900_-NONE-_-NONE-/,113124.46,888565.66,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Fort Collins, CO Metro Area",40.658093,-105.486764,SD,80538,14.93,contract,,RIVERTECH LLC,6/5/23,3/1/20,2/29/24,https://www.usaspending.gov/award/CONT_AWD_89503220FWA400129_8900_GS00Q14OADS119_4732/,11478.97,7265154.52,Department of Energy,ENGINEERING SERVICES
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,"COUNTERTRADE PRODUCTS, INC.",6/5/23,7/12/22,8/11/22,https://www.usaspending.gov/award/CONT_AWD_89303122FEM400192_8900_NNG15SC05B_8000/,0.0,9182.66,Department of Energy,ELECTRONIC COMPUTER MANUFACTURING
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,CORPORATE ALLOCATION SERVICES INC,6/5/23,12/20/21,12/19/23,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000136_8900_89303918AEM000006_8900/,0.0,568435.2,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,"LYME COMPUTER SYSTEMS, INC.",6/5/23,4/1/21,3/22/22,https://www.usaspending.gov/award/CONT_AWD_89243321FFE400292_8900_NNG15SC80B_8000/,-52.8,13931.2,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20874,25.16,contract,,ACCENTURE FEDERAL SERVICES LLC,6/5/23,10/10/20,10/9/23,https://www.usaspending.gov/award/CONT_AWD_89243120FSC000008_8900_89303019AIM000005_8900/,4204009.46,33511536.86,Department of Energy,COMPUTER SYSTEMS DESIGN SERVICES
"Las Vegas-Henderson-Paradise, NV Metro Area",36.21413,-115.014398,SD,89135,21.59,contract,,PARSONS GOVERNMENT SERVICES INC.,6/5/23,9/28/22,9/27/25,https://www.usaspending.gov/award/CONT_AWD_89233122FNA000107_8900_89233222ANA000004_8900/,471910.0,32300332.03,Department of Energy,ENGINEERING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"STREET LEGAL INDUSTRIES, INC",6/5/23,9/26/22,10/10/23,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000196_8900_89303918AEM000009_8900/,0.0,172093.6,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,REGAN TECHNOLOGIES CORP,6/2/23,6/2/23,5/31/24,https://www.usaspending.gov/award/CONT_AWD_89243123FSC400534_8900_NNG15SD39B_8000/,1172401.12,1172401.12,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Albuquerque, NM Metro Area",35.123496,-106.458392,SD,87102,11.04,contract,,PERIKIN ENTERPRISES LLC,6/2/23,9/9/21,10/31/23,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000215_8900_-NONE-_-NONE-/,0.0,1601149.7,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"New Orleans-Metairie, LA Metro Area",30.05342,-89.934502,SD,70123,17.74,contract,,"FLUOR FEDERAL PETROLEUM OPERATIONS, LLC",6/2/23,4/1/14,3/31/24,https://www.usaspending.gov/award/CONT_AWD_DEFE0011020_8900_-NONE-_-NONE-/,0.0,3116377699.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,"BOSTON GOVERNMENT SERVICES, LLC",6/2/23,8/1/22,6/15/23,https://www.usaspending.gov/award/CONT_AWD_89243421FEE000199_8900_89243419AEE000001_8900/,0.0,371583.04,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,"BOSTON GOVERNMENT SERVICES, LLC",6/2/23,8/1/21,7/31/23,https://www.usaspending.gov/award/CONT_AWD_89243421FEE000204_8900_89243419AEE000001_8900/,0.0,4501178.27,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
